 ,ticker,security,industry,subindustry,HQ City,HQ State,HQ Country,added,founded, marketCap 
,^GSPC,S&P500,Multisector,Index,,,,,,
,^TNX,10 Year Treasury,,,,,,,,
11,A,Agilent Technologies Inc,Health Care,Health Care Equipment,Santa Clara, California,USA,6/5/2000,1999," $29,275,146,240.00 "
28,AAL,American Airlines Group,Industrials,Airlines,Fort Worth, Texas,USA,3/23/2015,1934," $5,787,373,056.00 "
8,AAP,Advance Auto Parts,Consumer Discretionary,Automotive Retail,Raleigh, North Carolina,USA,7/9/2015,1932," $10,176,534,528.00 "
46,AAPL,Apple Inc.,Information Technology,"Technology Hardware, Storage & Peripherals",Cupertino, California,USA,11/30/1982,1977," $1,605,700,000,000.00 "
2,ABBV,AbbVie Inc.,Health Care,Pharmaceuticals,North Chicago, Illinois,USA,12/31/2012,2013 (1888)," $171,142,000,000.00 "
35,ABC,AmerisourceBergen Corp,Health Care,Health Care Distributors,Chesterbrook, Pennsylvania,USA,8/30/2001,1985," $21,105,096,704.00 "
3,ABMD,ABIOMED Inc,Health Care,Health Care Equipment,Danvers, Massachusetts,USA,5/31/2018,1981," $13,195,218,944.00 "
1,ABT,Abbott Laboratories,Health Care,Health Care Equipment,North Chicago, Illinois,USA,3/31/1964,1888," $175,028,000,000.00 "
4,ACN,Accenture plc,Information Technology,IT Consulting & Other Services,Dublin,,Ireland,7/6/2011,1989," $141,079,000,000.00 "
6,ADBE,Adobe Inc.,Information Technology,Application Software,San Jose, California,USA,5/5/1997,1982," $206,405,000,000.00 "
39,ADI,"Analog Devices, Inc.",Information Technology,Semiconductors,Norwood, Massachusetts,USA,10/12/1999,1965," $41,400,328,192.00 "
49,ADM,Archer-Daniels-Midland Co,Consumer Staples,Agricultural Products,Chicago, Illinois,USA,7/29/1981,1902," $23,380,826,112.00 "
56,ADP,Automatic Data Processing,Information Technology,Internet Services & Infrastructure,Roseland, New Jersey,USA,3/31/1981,1949," $62,502,031,360.00 "
,ADS,Alliance Data Systems,Information Technology,Data Processing & Outsourced Services,Plano, Texas,USA,12/23/2013,1996," $2,115,159,424.00 "
55,ADSK,Autodesk Inc.,Information Technology,Application Software,San Rafael, California,USA,12/1/1989,1982," $51,046,596,608.00 "
27,AEE,Ameren Corp,Utilities,Multi-Utilities,St. Louis, Missouri,USA,9/19/1991,1902," $19,632,773,120.00 "
29,AEP,American Electric Power,Utilities,Electric Utilities,Columbus, Ohio,USA,3/4/1957,1906," $43,636,084,736.00 "
9,AES,AES Corp,Utilities,Independent Power Producers & Energy Traders,Arlington, Virginia,USA,10/2/1998,1981," $10,239,567,872.00 "
10,AFL,AFLAC Inc,Financials,Life & Health Insurance,Columbus, Georgia,USA,5/28/1999,1955," $26,382,768,128.00 "
31,AIG,American International Group,Financials,Property & Casualty Insurance,New York, New York,USA,3/31/1980,1919," $26,967,021,568.00 "
45,AIV,Apartment Investment & Management,Real Estate,Residential REITs,Denver, Colorado,USA,3/14/2003,1994 (1975)," $5,307,001,856.00 "
52,AIZ,Assurant,Financials,Multi-line Insurance,New York, New York,USA,4/10/2007,1892," $6,370,269,184.00 "
51,AJG,Arthur J. Gallagher & Co.,Financials,Insurance Brokers,Itasca, Illinois,USA,5/31/2016,1927," $19,707,310,080.00 "
13,AKAM,Akamai Technologies Inc,Information Technology,Internet Services & Infrastructure,Cambridge, Massachusetts,USA,7/12/2007,1998," $18,132,496,384.00 "
15,ALB,Albemarle Corp,Materials,Specialty Chemicals,Charlotte, North Carolina,USA,7/1/2016,1994," $9,254,005,760.00 "
18,ALGN,Align Technology,Health Care,Health Care Supplies,San Jose, California,USA,6/19/2017,1997," $23,482,402,816.00 "
14,ALK,Alaska Air Group Inc,Industrials,Airlines,Seattle, Washington,USA,5/13/2016,1985," $4,297,830,400.00 "
21,ALL,Allstate Corp,Financials,Property & Casualty Insurance,Northfield Township, Illinois,USA,7/13/1995,1931," $29,639,985,152.00 "
19,ALLE,Allegion,Industrials,Building Products,Dublin,, Ireland,12/2/2013,1908," $9,316,084,736.00 "
17,ALXN,Alexion Pharmaceuticals,Health Care,Biotechnology,Boston, Massachusetts,USA,5/25/2012,1992," $22,411,732,992.00 "
47,AMAT,Applied Materials Inc.,Information Technology,Semiconductor Equipment,Santa Clara, California,USA,3/16/1995,1967," $55,556,956,160.00 "
26,AMCR,Amcor plc,Materials,Paper Packaging,Warmley, ,UK,6/7/2019,2019 (1860)," $16,799,273,984.00 "
7,AMD,Advanced Micro Devices Inc,Information Technology,Semiconductors,Santa Clara, California,USA,3/20/2017,1969," $81,280,589,824.00 "
36,AME,AMETEK Inc.,Industrials,Electrical Components & Equipment,Berwyn, Pennsylvania,USA,9/23/2013,1930," $21,314,232,320.00 "
37,AMGN,Amgen Inc.,Health Care,Biotechnology,Thousand Oaks, California,USA,1/2/1992,1980," $145,873,000,000.00 "
34,AMP,Ameriprise Financial,Financials,Asset Management & Custody Banks,Minneapolis, Minnesota,USA,10/3/2005,1894," $18,994,042,880.00 "
32,AMT,American Tower Corp.,Real Estate,Specialized REITs,Boston, Massachusetts,USA,11/19/2007,1995," $113,633,000,000.00 "
25,AMZN,Amazon.com Inc.,Consumer Discretionary,Internet & Direct Marketing Retail,Seattle, Washington,USA,11/18/2005,1994," $1,500,770,000,000.00 "
50,ANET,Arista Networks,Information Technology,Communications Equipment,Santa Clara, California,USA,8/28/2018,2004," $17,927,581,696.00 "
40,ANSS,ANSYS,Information Technology,Application Software,Canonsburg, Pennsylvania,USA,6/19/2017,1969," $25,123,106,816.00 "
41,ANTM,Anthem,Health Care,Managed Health Care,Indianapolis, Indiana,USA,7/25/2002,2014 (1940s)," $68,194,852,864.00 "
42,AON,Aon plc,Financials,Insurance Brokers,London, ,UK,4/23/1996,1982 (1919)," $47,966,482,432.00 "
43,AOS,A.O. Smith Corp,Industrials,Building Products,Milwaukee, Wisconsin,USA,7/26/2017,1916," $8,268,093,440.00 "
44,APA,Apache Corporation,Energy,Oil & Gas Exploration & Production,Houston, Texas,USA,7/28/1997,1954," $5,359,449,088.00 "
12,APD,Air Products & Chemicals Inc,Materials,Industrial Gases,Allentown, Pennsylvania,USA,4/30/1985,1940," $64,383,647,744.00 "
38,APH,Amphenol Corp,Information Technology,Electronic Components,Wallingford, Connecticut,USA,9/30/2008,1932," $30,888,376,320.00 "
48,APTV,Aptiv PLC,Consumer Discretionary,Auto Parts & Equipment,Dublin,, Ireland,12/24/2012,1994," $22,209,636,352.00 "
16,ARE,Alexandria Real Estate Equities,Real Estate,Office REITs,Pasadena, California,USA,3/20/2017,1994," $21,256,683,520.00 "
54,ATO,Atmos Energy,Utilities,Gas Utilities,Dallas, Texas,USA,2/15/2019,1906," $12,598,135,808.00 "
5,ATVI,Activision Blizzard,Communication Services,Interactive Home Entertainment,Santa Monica, California,USA,8/31/2015,2008," $61,631,094,784.00 "
58,AVB,AvalonBay Communities,Real Estate,Residential REITs,Arlington,Virginia,USA,1/10/2007,1978," $20,666,349,568.00 "
77,AVGO,Broadcom Inc.,Information Technology,Semiconductors,San Jose, California,USA,5/8/2014,1961," $122,984,000,000.00 "
59,AVY,Avery Dennison Corp,Materials,Paper Packaging,Glendale, California,USA,12/31/1987,1990," $10,034,969,600.00 "
33,AWK,American Water Works Company Inc,Utilities,Water Utilities,Camden, New Jersey,USA,3/4/2016,1886," $26,161,446,912.00 "
30,AXP,American Express Co,Financials,Consumer Finance,New York, New York,USA,6/30/1976,1850," $76,737,986,560.00 "
57,AZO,AutoZone Inc,Consumer Discretionary,Specialty Stores,Memphis, Tennessee,USA,1/2/1997,1979," $27,297,560,576.00 "
71,BA,Boeing Company,Industrials,Aerospace & Defense,Chicago, Illinois,USA,3/4/1957,1916," $98,057,109,504.00 "
62,BAC,Bank of America Corp,Financials,Diversified Banks,Charlotte, North Carolina,USA,6/30/1976,1998 (1923 / 1874)," $210,970,000,000.00 "
64,BAX,Baxter International Inc.,Health Care,Health Care Equipment,Deerfield, Illinois,USA,9/30/1972,1931," $45,418,700,800.00 "
67,BBY,Best Buy Co. Inc.,Consumer Discretionary,Computer & Electronics Retail,Richfield, Minnesota,USA,6/29/1999,," $25,053,388,800.00 "
65,BDX,Becton Dickinson,Health Care,Health Care Equipment,Franklin Lakes, New Jersey,USA,9/30/1972,1897," $80,174,112,768.00 "
205,BEN,Franklin Resources,Financials,Asset Management & Custody Banks,San Mateo, California,USA,,1947," $10,203,303,936.00 "
79,BF.B,Brown-Forman Corp.,Consumer Staples,Distillers & Vintners,Louisville, Kentucky,USA,10/31/1982,1870," $31,500,000,000.00 "
69,BIIB,Biogen Inc.,Health Care,Biotechnology,Cambridge, Massachusetts,USA,11/13/2003,1978," $43,113,373,696.00 "
68,BIO,Bio-Rad Laboratories,Health Care,Biotechnology,Hercules, California,USA,6/22/2020,1952," $15,300,000,000.00 "
63,BK,The Bank of New York Mellon,Financials,Asset Management & Custody Banks,New York, New York,USA,3/31/1995,1784," $32,094,781,440.00 "
72,BKNG,Booking Holdings Inc,Consumer Discretionary,Internet & Direct Marketing Retail,Norwalk, Connecticut,USA,11/6/2009,," $69,635,743,744.00 "
60,BKR,Baker Hughes Co,Energy,Oil & Gas Equipment & Services,Houston, Texas,USA,7/7/2017,2017," $16,901,371,904.00 "
70,BLK,BlackRock,Financials,Asset Management & Custody Banks,New York, New York,USA,4/4/2011,," $86,996,721,664.00 "
61,BLL,Ball Corp,Materials,Metal & Glass Containers,Broomfield, Colorado,USA,10/31/1984,," $23,850,305,536.00 "
76,BMY,Bristol-Myers Squibb,Health Care,Health Care Distributors,New York, New York,USA,3/4/1957,1989," $130,897,000,000.00 "
,BNTX,BioNTech ,Health Care,Biotechnology,Mainz,,Germany,,2008," $19,584,086,016.00 "
,BP,BP,Energy,Oil & Gas,London,,UK,,1909," $76,360,335,360.00 "
78,BR,Broadridge Financial Solutions,Information Technology,Data Processing & Outsourced Services,Lake Success, New York,USA,6/18/2018,1962," $15,073,175,552.00 "
66,BRK.B,Berkshire Hathaway,Financials,Multi-Sector Holdings,Omaha, Nebraska,USA,2/16/2010,," $472,840,000,000.00 "
75,BSX,Boston Scientific,Health Care,Health Care Equipment,Marlborough, Massachusetts,USA,2/24/1995,," $55,148,974,080.00 "
73,BWA,BorgWarner,Consumer Discretionary,Auto Parts & Equipment,Auburn Hills, Michigan,USA,12/19/2011,," $7,952,411,648.00 "
74,BXP,Boston Properties,Real Estate,Office REITs,Boston, Massachusetts,USA,4/3/2006,," $14,087,306,240.00 "
,BYND,Beyond Meat,Consumer Defensive,Packaged Foods & Meats,El Segundo,California,United States,4/1/2009,2019," $7,785,188,352.00 "
,BZ=F,,,,,,USA,,,
109,C,Citigroup Inc.,Financials,Diversified Banks,New York, New York,USA,5/31/1988,," $107,572,000,000.00 "
120,CAG,Conagra Brands,Consumer Staples,Packaged Foods & Meats,Chicago, Illinois,USA,8/31/1983,1919," $17,831,852,032.00 "
85,CAH,Cardinal Health Inc.,Health Care,Health Care Distributors,Dublin, Ohio,USA,5/27/1997,," $16,497,208,320.00 "
88,CARR,Carrier Global,Industrials,Building Products,Palm Beach Gardens, Florida,USA,4/3/2020,2020 (1915)," $23,022,505,984.00 "
89,CAT,Caterpillar Inc.,Industrials,Construction Machinery & Heavy Trucks,Deerfield, Illinois,USA,3/4/1957,1925," $74,463,657,984.00 "
103,CB,Chubb Limited,Financials,Property & Casualty Insurance,Zurich,, Switzerland,7/15/2010,," $60,892,573,696.00 "
90,CBOE,Cboe Global Markets,Financials,Financial Exchanges & Data,Chicago, Illinois,USA,3/1/2017,," $9,822,134,272.00 "
91,CBRE,CBRE Group,Real Estate,Real Estate Services,Los Angeles, California,USA,11/10/2006,," $14,465,808,384.00 "
131,CCI,Crown Castle International Corp.,Real Estate,Specialized REITs,Houston, Texas,USA,3/14/2012,," $69,472,395,264.00 "
87,CCL,Carnival Corp.,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",Miami, Florida,USA,12/22/1998,," $11,591,891,968.00 "
82,CDNS,Cadence Design Systems,Information Technology,Application Software,San Jose, California,USA,9/18/2017,," $28,601,473,024.00 "
92,CDW,CDW,Information Technology,Technology Distributors,Lincolnshire, Illinois,USA,9/23/2019,1984," $16,303,949,824.00 "
93,CE,Celanese,Materials,Specialty Chemicals,Irving, Texas,USA,12/24/2018,1918," $10,927,906,816.00 "
97,CERN,Cerner,Health Care,Health Care Technology,North Kansas City, Missouri,USA,4/30/2010,," $21,849,214,976.00 "
98,CF,CF Industries Holdings Inc,Materials,Fertilizers & Agricultural Chemicals,Deerfield, Illinois,USA,8/27/2008,," $6,537,911,808.00 "
110,CFG,Citizens Financial Group,Financials,Regional Banks,Providence, Rhode Island,USA,1/29/2016,," $10,918,182,912.00 "
104,CHD,Church & Dwight,Consumer Staples,Household Products,Ewing, New Jersey,USA,12/29/2015,," $21,114,832,896.00 "
,CHGG,Chegg,Consumer Defensive,Education & Training Services,Santa Clara,California,USA, ,2005," $9,078,088,704.00 "
80,CHRW,C. H. Robinson Worldwide,Industrials,Air Freight & Logistics,Eden Prairie, Minnesota,USA,3/2/2007,1905," $11,585,883,136.00 "
100,CHTR,Charter Communications,Communication Services,Cable & Satellite,Stamford, Connecticut,USA,9/8/2016,," $115,972,000,000.00 "
,CHWY,Chewy,Consumer Staples,Internet Retail,Dania Beach,Florida,USA, ,2011," $18,455,834,624.00 "
105,CI,CIGNA Corp.,Health Care,Managed Health Care,Bloomfield, Connecticut,USA,6/30/1976,1982," $66,792,939,520.00 "
106,CINF,Cincinnati Financial,Financials,Property & Casualty Insurance,Fairfield, Ohio,USA,12/18/1997,," $13,383,550,976.00 "
117,CL,Colgate-Palmolive,Consumer Staples,Household Products,New York, New York,USA,3/4/1957,1806," $63,657,160,704.00 "
112,CLX,The Clorox Company,Consumer Staples,Household Products,Oakland, California,USA,3/31/1969,1913," $28,592,054,272.00 "
119,CMA,Comerica Inc.,Financials,Diversified Banks,Dallas, Texas,USA,12/1/1995,," $5,202,876,416.00 "
118,CMCSA,Comcast Corp.,Communication Services,Cable & Satellite,Philadelphia, Pennsylvania,USA,9/18/2015,," $197,856,000,000.00 "
113,CME,CME Group Inc.,Financials,Financial Exchanges & Data,Chicago, Illinois,USA,8/11/2006,," $60,511,723,520.00 "
102,CMG,Chipotle Mexican Grill,Consumer Discretionary,Restaurants,Newport Beach, California,USA,4/28/2011,," $31,606,591,488.00 "
133,CMI,Cummins Inc.,Industrials,Industrial Machinery,Columbus, Indiana,USA,3/31/1965,1919," $27,770,294,272.00 "
114,CMS,CMS Energy,Utilities,Multi-Utilities,Jackson, Michigan,USA,5/3/1999,," $18,183,618,560.00 "
94,CNC,Centene Corporation,Health Care,Managed Health Care,St Louis, Missouri,USA,3/30/2016,," $39,096,999,936.00 "
95,CNP,CenterPoint Energy,Utilities,Multi-Utilities,Houston, Texas,USA,7/31/1985,," $9,922,449,408.00 "
84,COF,Capital One Financial,Financials,Consumer Finance,Tysons Corner, Virginia,USA,7/1/1998,1935," $29,686,876,160.00 "
81,COG,Cabot Oil & Gas,Energy,Oil & Gas Exploration & Production,Houston, Texas,USA,6/23/2008,," $7,588,887,552.00 "
125,COO,The Cooper Companies,Health Care,Health Care Supplies,San Ramon, California,USA,9/23/2016,," $15,124,199,424.00 "
122,COP,ConocoPhillips,Energy,Oil & Gas Exploration & Production,Houston, Texas,USA,3/4/1957,2002," $43,197,480,960.00 "
,COR,CoreSite Realty,Real Estate,REIT - Office,Denver,Colorado,USA, ,2001," $4,723,900,416.00 "
129,COST,Costco Wholesale Corp.,Consumer Staples,Hypermarkets & Super Centers,Issaquah, Washington,USA,10/1/1993,," $143,840,000,000.00 "
130,COTY,"Coty, Inc",Consumer Staples,Personal Products,New York, New York,USA,10/3/2016,," $3,060,011,008.00 "
,COUP,Coupa Software,Information Technology,Software - Application,San Mateo,California,USA, ,2006," $19,592,955,904.00 "
83,CPB,Campbell Soup,Consumer Staples,Packaged Foods & Meats,Camden, New Jersey,USA,3/4/1957,1869," $14,926,902,272.00 "
126,CPRT,Copart Inc,Industrials,Diversified Support Services,Dallas, Texas,USA,7/2/2018,1982," $21,017,325,568.00 "
408,CRM,Salesforce.com,Information Technology,Application Software,San Francisco, California,USA,9/15/2008,," $169,829,000,000.00 "
108,CSCO,Cisco Systems,Information Technology,Communications Equipment,San Jose, California,USA,12/1/1993,," $195,915,000,000.00 "
132,CSX,CSX Corp.,Industrials,Railroads,Jacksonville, Florida,USA,9/30/1967,1980," $54,608,338,944.00 "
107,CTAS,Cintas Corporation,Industrials,Diversified Support Services,Mason, Ohio,USA,3/1/2001,1929," $31,485,530,112.00 "
96,CTL,CenturyLink Inc,Communication Services,Alternative Carriers,Monroe, Louisiana,USA,3/25/1999,1983 (1877)," $11,073,775,616.00 "
116,CTSH,Cognizant Technology Solutions,Information Technology,IT Consulting & Other Services,Teaneck, New Jersey,USA,11/17/2006,," $33,407,842,304.00 "
128,CTVA,Corteva,Materials,Fertilizers & Agricultural Chemicals,Wilmington, Delaware,USA,6/3/2019,2019," $21,343,512,576.00 "
111,CTXS,Citrix Systems,Information Technology,Application Software,Fort Lauderdale, Florida,USA,12/1/1999,," $17,590,534,144.00 "
134,CVS,CVS Health,Health Care,Health Care Services,Woonsocket, Rhode Island,USA,3/4/1957,1996," $82,791,079,936.00 "
101,CVX,Chevron Corp.,Energy,Integrated Oil & Gas,San Ramon, California,USA,3/4/1957,1879," $168,271,000,000.00 "
121,CXO,Concho Resources,Energy,Oil & Gas Exploration & Production,Midland, Texas,USA,2/22/2016,," $10,515,688,448.00 "
152,D,Dominion Energy,Utilities,Electric Utilities,Richmond, Virginia,USA,,1983," $67,484,176,384.00 "
140,DAL,Delta Air Lines Inc.,Industrials,Airlines,Atlanta, Georgia,USA,9/11/2013,1929," $16,558,768,128.00 "
159,DD,DuPont de Nemours Inc,Materials,Specialty Chemicals,Midland, Michigan,USA,4/2/2019,2017," $40,028,626,944.00 "
,DDOG,DataDog,Information Technology,Software - Application,New York,New York,USA, ,2010," $25,399,314,432.00 "
139,DE,Deere & Co.,Industrials,Agricultural & Farm Machinery,Moline, Illinois,USA,3/4/1957,1837," $54,859,829,248.00 "
146,DFS,Discover Financial Services,Financials,Consumer Finance,Riverwoods, Illinois,USA,7/2/2007,1985," $15,566,216,192.00 "
150,DG,Dollar General,Consumer Discretionary,General Merchandise Stores,Goodlettsville, Tennessee,USA,12/3/2012,1939," $48,255,107,072.00 "
391,DGX,Quest Diagnostics,Health Care,Health Care Services,Secaucus, New Jersey,USA,12/12/2002,," $16,715,162,624.00 "
135,DHI,D. R. Horton,Consumer Discretionary,Homebuilding,Fort Worth, Texas,USA,6/22/2005,1978," $23,175,546,880.00 "
136,DHR,Danaher Corp.,Health Care,Health Care Equipment,Washinton D.C., ,USA,,1969," $138,060,000,000.00 "
